                       trigger     Log(Pbol[0.001,20000]Kev)     Log(Sbol[0.001,20000]Kev)                      Log(Epk)                  Log(EPR1024)                      Log(EFR)                  Log(FPR1024)                      Log(T90)
                          4701                 -0.547575E+01                 -0.431555E+01                  0.230300E+01                  0.777875E+01                  0.661855E+01                  0.116020E+01                  0.187326E+01
                          4312                 -0.546664E+01                 -0.522864E+01                  0.183500E+01                  0.730164E+01                  0.706364E+01                  0.238000E+00                  0.955400E+00
                          6963                 -0.502825E+01                 -0.430625E+01                  0.230700E+01                  0.733525E+01                  0.661325E+01                  0.722000E+00                  0.129754E+01
                           408                 -0.623513E+01                 -0.504320E+01                  0.193200E+01                  0.816713E+01                  0.697520E+01                  0.119193E+01                  0.193166E+01
                          1046                 -0.640799E+01                 -0.498508E+01                  0.196200E+01                  0.836999E+01                  0.694708E+01                  0.142291E+01                  0.205843E+01
                          3552                 -0.657627E+01                 -0.545437E+01                  0.171100E+01                  0.828727E+01                  0.716537E+01                  0.112190E+01                  0.136661E+01
                          7938                 -0.608425E+01                 -0.443385E+01                  0.224100E+01                  0.832525E+01                  0.667485E+01                  0.165040E+01                  0.246953E+01
                          2450                 -0.546365E+01                 -0.442805E+01                  0.224400E+01                  0.770765E+01                  0.667205E+01                  0.103560E+01                  0.166172E+01
                          2228                 -0.556247E+01                 -0.440987E+01                  0.225200E+01                  0.781447E+01                  0.666187E+01                  0.115260E+01                  0.195477E+01
                          7178                 -0.625749E+01                 -0.518718E+01                  0.185300E+01                  0.811049E+01                  0.704018E+01                  0.107031E+01                  0.171950E+01
                          5726                 -0.568764E+01                 -0.513254E+01                  0.188200E+01                  0.756964E+01                  0.701454E+01                  0.555100E+00                  0.110517E+01
                          6630                 -0.506734E+01                 -0.439134E+01                  0.226100E+01                  0.732834E+01                  0.665234E+01                  0.676000E+00                  0.137199E+01
                          7998                 -0.577219E+01                 -0.553769E+01                  0.166200E+01                  0.743419E+01                  0.719969E+01                  0.234500E+00                  0.101030E+01
                          6554                 -0.607807E+01                 -0.564387E+01                  0.160200E+01                  0.768007E+01                  0.724587E+01                  0.434200E+00                  0.101578E+01
                          2533                 -0.519427E+01                 -0.353577E+01                  0.267500E+01                  0.786927E+01                  0.621077E+01                  0.165850E+01                  0.187099E+01
                          3109                 -0.626100E+01                 -0.513892E+01                  0.187600E+01                  0.813700E+01                  0.701492E+01                  0.112208E+01                  0.153782E+01
                          7727                 -0.602914E+01                 -0.511884E+01                  0.188500E+01                  0.791414E+01                  0.700384E+01                  0.910300E+00                  0.137328E+01
                          1122                 -0.537364E+01                 -0.446524E+01                  0.222000E+01                  0.759364E+01                  0.668524E+01                  0.908400E+00                  0.127300E+01
                          7609                 -0.652417E+01                 -0.516407E+01                  0.186000E+01                  0.838417E+01                  0.702407E+01                  0.136010E+01                  0.171950E+01
                          2980                 -0.641799E+01                 -0.618463E+01                  0.128800E+01                  0.770599E+01                  0.747263E+01                  0.233360E+00                  0.460000E+00
                          6523                 -0.614432E+01                 -0.538342E+01                  0.174200E+01                  0.788632E+01                  0.712542E+01                  0.760900E+00                  0.155979E+01
                          7551                 -0.616616E+01                 -0.562258E+01                  0.160900E+01                  0.777516E+01                  0.723158E+01                  0.543580E+00                  0.207773E+01
                          1807                 -0.606566E+01                 -0.497006E+01                  0.196000E+01                  0.802566E+01                  0.693006E+01                  0.109560E+01                  0.176380E+01
                          7678                 -0.524416E+01                 -0.379796E+01                  0.254500E+01                  0.778916E+01                  0.634296E+01                  0.144620E+01                  0.163094E+01
                          2123                 -0.605165E+01                 -0.504745E+01                  0.191800E+01                  0.796965E+01                  0.696545E+01                  0.100420E+01                  0.134143E+01
                          4157                 -0.598838E+01                 -0.517478E+01                  0.185000E+01                  0.783838E+01                  0.702478E+01                  0.813600E+00                  0.130168E+01
                          6404                 -0.505529E+01                 -0.448429E+01                  0.220300E+01                  0.725829E+01                  0.668729E+01                  0.571000E+00                  0.156808E+01
                          1609                 -0.466006E+01                 -0.419106E+01                  0.234800E+01                  0.700806E+01                  0.653906E+01                  0.469000E+00                  0.110278E+01
                          2393                 -0.573682E+01                 -0.514582E+01                  0.185800E+01                  0.759482E+01                  0.700382E+01                  0.591000E+00                  0.710460E+00
                          5304                 -0.512114E+01                 -0.396414E+01                  0.245500E+01                  0.757614E+01                  0.641914E+01                  0.115700E+01                  0.135755E+01
                          2856                 -0.490210E+01                 -0.344010E+01                  0.270700E+01                  0.760910E+01                  0.614710E+01                  0.146200E+01                  0.207882E+01
                           121                 -0.625402E+01                 -0.462733E+01                  0.212500E+01                  0.837902E+01                  0.675233E+01                  0.162669E+01                  0.187512E+01
                          5716                 -0.646005E+01                 -0.553605E+01                  0.164500E+01                  0.810505E+01                  0.718105E+01                  0.924000E+00                  0.179782E+01
                          5654                 -0.556686E+01                 -0.400206E+01                  0.243500E+01                  0.800186E+01                  0.643706E+01                  0.156480E+01                  0.185345E+01
                          3067                 -0.500186E+01                 -0.394486E+01                  0.246000E+01                  0.746186E+01                  0.640486E+01                  0.105700E+01                  0.182595E+01
                           351                 -0.618590E+01                 -0.431926E+01                  0.227500E+01                  0.846090E+01                  0.659426E+01                  0.186664E+01                  0.216702E+01
                           647                 -0.548323E+01                 -0.454493E+01                  0.216200E+01                  0.764523E+01                  0.670693E+01                  0.938300E+00                  0.177510E+01
                          6930                 -0.559593E+01                 -0.502713E+01                  0.191300E+01                  0.750893E+01                  0.694013E+01                  0.568800E+00                  0.156585E+01
                          1425                 -0.546981E+01                 -0.481081E+01                  0.202500E+01                  0.749481E+01                  0.683581E+01                  0.659000E+00                  0.101828E+01
                          5551                 -0.642333E+01                 -0.511003E+01                  0.186800E+01                  0.829133E+01                  0.697803E+01                  0.131330E+01                  0.178089E+01
                          7607                 -0.585049E+01                 -0.467479E+01                  0.209300E+01                  0.794349E+01                  0.676779E+01                  0.117570E+01                  0.184917E+01
                          1288                 -0.554506E+01                 -0.430436E+01                  0.227800E+01                  0.782306E+01                  0.658236E+01                  0.124070E+01                  0.250325E+01
                           219                 -0.516231E+01                 -0.435131E+01                  0.225400E+01                  0.741631E+01                  0.660531E+01                  0.811000E+00                  0.147276E+01
                          1042                 -0.626369E+01                 -0.550373E+01                  0.165200E+01                  0.791569E+01                  0.715573E+01                  0.759966E+00                  0.139829E+01
                          7642                 -0.639191E+01                 -0.528087E+01                  0.177100E+01                  0.816291E+01                  0.705187E+01                  0.111104E+01                  0.201620E+01
                          6004                 -0.611687E+01                 -0.504967E+01                  0.189400E+01                  0.801087E+01                  0.694367E+01                  0.106720E+01                  0.168529E+01
                          5489                 -0.530712E+01                 -0.415542E+01                  0.234700E+01                  0.765412E+01                  0.650242E+01                  0.115170E+01                  0.214768E+01
                          1235                 -0.593620E+01                 -0.484890E+01                  0.199700E+01                  0.793320E+01                  0.684590E+01                  0.108730E+01                  0.227875E+01
                          2435                 -0.625515E+01                 -0.487011E+01                  0.198500E+01                  0.824015E+01                  0.685511E+01                  0.138504E+01                  0.229358E+01
                          6283                 -0.657312E+01                 -0.564822E+01                  0.156500E+01                  0.813812E+01                  0.721322E+01                  0.924900E+00                  0.119368E+01
                          5706                 -0.627893E+01                 -0.456724E+01                  0.213800E+01                  0.841693E+01                  0.670524E+01                  0.171169E+01                  0.218184E+01
                          7868                 -0.595027E+01                 -0.440997E+01                  0.221700E+01                  0.816727E+01                  0.662697E+01                  0.154030E+01                  0.204999E+01
                          7012                 -0.499742E+01                 -0.414542E+01                  0.234700E+01                  0.734442E+01                  0.649242E+01                  0.852000E+00                  0.145255E+01
                           130                 -0.582055E+01                 -0.427615E+01                  0.228200E+01                  0.810255E+01                  0.655815E+01                  0.154440E+01                  0.179204E+01
                          3448                 -0.596200E+01                 -0.399840E+01                  0.241800E+01                  0.838000E+01                  0.641640E+01                  0.196360E+01                  0.252009E+01
                          1432                 -0.664742E+01                 -0.539332E+01                  0.170200E+01                  0.834942E+01                  0.709532E+01                  0.125410E+01                  0.158794E+01
                          2798                 -0.474580E+01                 -0.347780E+01                  0.266800E+01                  0.741380E+01                  0.614580E+01                  0.126800E+01                  0.169152E+01
                          3776                 -0.562589E+01                 -0.464579E+01                  0.209300E+01                  0.771889E+01                  0.673879E+01                  0.980100E+00                  0.104415E+01
                          5731                 -0.591741E+01                 -0.452561E+01                  0.215300E+01                  0.807041E+01                  0.667861E+01                  0.139180E+01                  0.177837E+01
                          5589                 -0.654819E+01                 -0.532369E+01                  0.173500E+01                  0.828319E+01                  0.705869E+01                  0.122450E+01                  0.211461E+01
                          2018                 -0.628855E+01                 -0.544231E+01                  0.166800E+01                  0.795655E+01                  0.711031E+01                  0.846240E+00                  0.120763E+01
                           114                 -0.654777E+01                 -0.549207E+01                  0.164000E+01                  0.818777E+01                  0.713207E+01                  0.105570E+01                  0.258115E+01
                          5590                 -0.649254E+01                 -0.536024E+01                  0.171200E+01                  0.820454E+01                  0.707224E+01                  0.113230E+01                  0.164246E+01
                          6593                 -0.533989E+01                 -0.411359E+01                  0.235200E+01                  0.769189E+01                  0.646559E+01                  0.122630E+01                  0.149457E+01
                          2451                 -0.589978E+01                 -0.493828E+01                  0.193400E+01                  0.783378E+01                  0.687228E+01                  0.961500E+00                  0.154419E+01
                          7954                 -0.481315E+01                 -0.427415E+01                  0.227200E+01                  0.708515E+01                  0.654615E+01                  0.539000E+00                  0.117725E+01
                          7575                 -0.489030E+01                 -0.343330E+01                  0.268100E+01                  0.757130E+01                  0.611430E+01                  0.145700E+01                  0.159999E+01
                          3279                 -0.627835E+01                 -0.534971E+01                  0.171300E+01                  0.799135E+01                  0.706271E+01                  0.928640E+00                  0.161342E+01
                          1676                 -0.546472E+01                 -0.431542E+01                  0.225000E+01                  0.771472E+01                  0.656542E+01                  0.114930E+01                  0.172263E+01
                          6665                 -0.512150E+01                 -0.394150E+01                  0.243400E+01                  0.755550E+01                  0.637550E+01                  0.118000E+01                  0.126858E+01
                           824                 -0.651516E+01                 -0.540816E+01                  0.168000E+01                  0.819516E+01                  0.708816E+01                  0.110700E+01                  0.160347E+01
                          6295                 -0.614634E+01                 -0.502964E+01                  0.188300E+01                  0.802934E+01                  0.691264E+01                  0.111670E+01                  0.225648E+01
                          7902                 -0.659913E+01                 -0.546723E+01                  0.164400E+01                  0.824313E+01                  0.711123E+01                  0.113190E+01                  0.167302E+01
                          3648                 -0.558375E+01                 -0.465805E+01                  0.207300E+01                  0.765675E+01                  0.673105E+01                  0.925700E+00                  0.175656E+01
                          2696                 -0.627578E+01                 -0.497099E+01                  0.191100E+01                  0.818678E+01                  0.688199E+01                  0.130479E+01                  0.165868E+01
                          5530                 -0.570277E+01                 -0.531337E+01                  0.172700E+01                  0.742977E+01                  0.704037E+01                  0.389400E+00                  0.695040E+00
                          1244                 -0.638714E+01                 -0.533064E+01                  0.171800E+01                  0.810514E+01                  0.704864E+01                  0.105650E+01                  0.175800E+01
                          7503                 -0.568001E+01                 -0.433921E+01                  0.223200E+01                  0.791201E+01                  0.657121E+01                  0.134080E+01                  0.193877E+01
                          3893                 -0.576053E+01                 -0.460203E+01                  0.209900E+01                  0.785953E+01                  0.670103E+01                  0.115850E+01                  0.155206E+01
                          3035                 -0.554009E+01                 -0.408359E+01                  0.235200E+01                  0.789209E+01                  0.643559E+01                  0.145650E+01                  0.194670E+01
                          6989                 -0.648453E+01                 -0.524483E+01                  0.175300E+01                  0.823753E+01                  0.699783E+01                  0.123970E+01                  0.189326E+01
                          8049                 -0.613169E+01                 -0.467499E+01                  0.205200E+01                  0.818369E+01                  0.672699E+01                  0.145670E+01                  0.186004E+01
                          1590                 -0.658657E+01                 -0.533277E+01                  0.170400E+01                  0.829057E+01                  0.703677E+01                  0.125380E+01                  0.184198E+01
                          6335                 -0.574118E+01                 -0.468868E+01                  0.204300E+01                  0.778418E+01                  0.673168E+01                  0.105250E+01                  0.217377E+01
                          3717                 -0.643657E+01                 -0.530507E+01                  0.171700E+01                  0.815357E+01                  0.702207E+01                  0.113150E+01                  0.177254E+01
                          6320                 -0.625967E+01                 -0.519930E+01                  0.177300E+01                  0.803267E+01                  0.697230E+01                  0.106037E+01                  0.176328E+01
                          1419                 -0.566369E+01                 -0.452449E+01                  0.212400E+01                  0.778769E+01                  0.664849E+01                  0.113920E+01                  0.208814E+01
                          7932                 -0.590074E+01                 -0.450274E+01                  0.213500E+01                  0.803574E+01                  0.663774E+01                  0.139800E+01                  0.182860E+01
                          3071                 -0.634573E+01                 -0.424819E+01                  0.225800E+01                  0.860373E+01                  0.650619E+01                  0.209754E+01                  0.185327E+01
                          7934                 -0.654487E+01                 -0.563397E+01                  0.152500E+01                  0.806987E+01                  0.715897E+01                  0.910900E+00                  0.137438E+01
                          7794                 -0.608990E+01                 -0.412860E+01                  0.231500E+01                  0.840490E+01                  0.644360E+01                  0.196130E+01                  0.211926E+01
                          3256                 -0.606960E+01                 -0.521430E+01                  0.175500E+01                  0.782460E+01                  0.696930E+01                  0.855300E+00                  0.198489E+01
                          5548                 -0.560899E+01                 -0.467609E+01                  0.203700E+01                  0.764599E+01                  0.671309E+01                  0.932900E+00                  0.227370E+01
                          7343                 -0.480908E+01                 -0.314108E+01                  0.278800E+01                  0.759708E+01                  0.592908E+01                  0.166800E+01                  0.180182E+01
                          5497                 -0.660695E+01                 -0.531565E+01                  0.169600E+01                  0.830295E+01                  0.701165E+01                  0.129130E+01                  0.207298E+01
                          1541                 -0.467819E+01                 -0.371519E+01                  0.251100E+01                  0.718919E+01                  0.622619E+01                  0.963000E+00                  0.141896E+01
                          3131                 -0.616598E+01                 -0.504038E+01                  0.184000E+01                  0.800598E+01                  0.688038E+01                  0.112560E+01                  0.168440E+01
                          3408                 -0.517450E+01                 -0.382850E+01                  0.245200E+01                  0.762650E+01                  0.628050E+01                  0.134600E+01                  0.176760E+01
                          6198                 -0.457740E+01                 -0.389740E+01                  0.241800E+01                  0.699540E+01                  0.631540E+01                  0.680000E+00                  0.102119E+01
                          7683                 -0.653168E+01                 -0.557098E+01                  0.154400E+01                  0.807568E+01                  0.711498E+01                  0.960700E+00                  0.234341E+01
                          3788                 -0.558496E+01                 -0.423396E+01                  0.224800E+01                  0.783296E+01                  0.648196E+01                  0.135100E+01                  0.181776E+01
                          3811                 -0.596064E+01                 -0.528634E+01                  0.170100E+01                  0.766164E+01                  0.698734E+01                  0.674300E+00                  0.735600E+00
                          3156                 -0.668145E+01                 -0.486295E+01                  0.192700E+01                  0.860845E+01                  0.678995E+01                  0.181850E+01                  0.247712E+01
                          3055                 -0.610502E+01                 -0.492422E+01                  0.188900E+01                  0.799402E+01                  0.681322E+01                  0.118080E+01                  0.160895E+01
                          2067                 -0.498268E+01                 -0.390568E+01                  0.240300E+01                  0.738568E+01                  0.630868E+01                  0.107700E+01                  0.148926E+01
                          5080                 -0.596992E+01                 -0.547152E+01                  0.158800E+01                  0.755792E+01                  0.705952E+01                  0.498400E+00                  0.979370E+00
                          3765                 -0.491603E+01                 -0.417403E+01                  0.226900E+01                  0.718503E+01                  0.644303E+01                  0.742000E+00                  0.186082E+01
                          7491                 -0.481080E+01                 -0.335380E+01                  0.266800E+01                  0.747880E+01                  0.602180E+01                  0.145700E+01                  0.169434E+01
                          3306                 -0.587800E+01                 -0.464970E+01                  0.202700E+01                  0.790500E+01                  0.667670E+01                  0.122830E+01                  0.203543E+01
                          2152                 -0.649342E+01                 -0.613251E+01                  0.120500E+01                  0.769842E+01                  0.733751E+01                  0.360910E+00                  0.645030E+00
                          4251                 -0.662262E+01                 -0.599772E+01                  0.128500E+01                  0.790762E+01                  0.728272E+01                  0.624900E+00                  0.112516E+01
                          2156                 -0.508107E+01                 -0.362407E+01                  0.253700E+01                  0.761807E+01                  0.616107E+01                  0.145700E+01                  0.218865E+01
                          3290                 -0.530468E+01                 -0.461668E+01                  0.204300E+01                  0.734768E+01                  0.665968E+01                  0.688000E+00                  0.163998E+01
                          6329                 -0.547065E+01                 -0.419375E+01                  0.225600E+01                  0.772665E+01                  0.644975E+01                  0.127690E+01                  0.157553E+01
                          1150                 -0.611597E+01                 -0.501387E+01                  0.183000E+01                  0.794597E+01                  0.684387E+01                  0.110210E+01                  0.178979E+01
                          7769                 -0.603883E+01                 -0.494203E+01                  0.186800E+01                  0.790683E+01                  0.681003E+01                  0.109680E+01                  0.221537E+01
                          1652                 -0.571362E+01                 -0.446812E+01                  0.211300E+01                  0.782662E+01                  0.658112E+01                  0.124550E+01                  0.183065E+01
                           394                 -0.564141E+01                 -0.400551E+01                  0.234400E+01                  0.798541E+01                  0.634951E+01                  0.163590E+01                  0.202572E+01
                          6498                 -0.658830E+01                 -0.509040E+01                  0.178800E+01                  0.837630E+01                  0.687840E+01                  0.149790E+01                  0.203543E+01
                           109                 -0.573952E+01                 -0.409352E+01                  0.230000E+01                  0.803952E+01                  0.639352E+01                  0.164600E+01                  0.195511E+01
                          2287                 -0.604263E+01                 -0.428383E+01                  0.220500E+01                  0.824763E+01                  0.648883E+01                  0.175880E+01                  0.266464E+01
                          5648                 -0.638994E+01                 -0.492103E+01                  0.187700E+01                  0.826694E+01                  0.679803E+01                  0.146891E+01                  0.160692E+01
                          2138                 -0.545727E+01                 -0.425597E+01                  0.221700E+01                  0.767427E+01                  0.647297E+01                  0.120130E+01                  0.188790E+01
                          6128                 -0.625734E+01                 -0.522200E+01                  0.171000E+01                  0.796734E+01                  0.693200E+01                  0.103534E+01                  0.184479E+01
                          5486                 -0.530236E+01                 -0.389276E+01                  0.239300E+01                  0.769536E+01                  0.628576E+01                  0.140960E+01                  0.193812E+01
                          5729                 -0.599315E+01                 -0.457615E+01                  0.205000E+01                  0.804315E+01                  0.662615E+01                  0.141700E+01                  0.172419E+01
                           907                 -0.577998E+01                 -0.464738E+01                  0.201300E+01                  0.779298E+01                  0.666038E+01                  0.113260E+01                  0.219893E+01
                          6489                 -0.590787E+01                 -0.471617E+01                  0.197500E+01                  0.788287E+01                  0.669117E+01                  0.119170E+01                  0.162767E+01
                          3227                 -0.508002E+01                 -0.385102E+01                  0.240700E+01                  0.748702E+01                  0.625802E+01                  0.122900E+01                  0.206183E+01
                          5503                 -0.658200E+01                 -0.557350E+01                  0.150700E+01                  0.808900E+01                  0.708050E+01                  0.100850E+01                  0.230103E+01
                          3415                 -0.545229E+01                 -0.436179E+01                  0.215200E+01                  0.760429E+01                  0.651379E+01                  0.109050E+01                  0.173512E+01
                          7469                 -0.594922E+01                 -0.536202E+01                  0.162200E+01                  0.757122E+01                  0.698402E+01                  0.587200E+00                  0.126102E+01
                          5480                 -0.649867E+01                 -0.534767E+01                  0.162900E+01                  0.812767E+01                  0.697667E+01                  0.115100E+01                  0.167486E+01
                          6194                 -0.599567E+01                 -0.504077E+01                  0.179500E+01                  0.779067E+01                  0.683577E+01                  0.954900E+00                  0.154728E+01
                           249                 -0.468921E+01                 -0.367921E+01                  0.248500E+01                  0.717421E+01                  0.616421E+01                  0.101000E+01                  0.145545E+01
                          2083                 -0.465137E+01                 -0.393737E+01                  0.235800E+01                  0.700937E+01                  0.629537E+01                  0.714000E+00                  0.118099E+01
                          7560                 -0.540299E+01                 -0.454599E+01                  0.205200E+01                  0.745499E+01                  0.659799E+01                  0.857000E+00                  0.183270E+01
                           451                 -0.512748E+01                 -0.453348E+01                  0.205800E+01                  0.718548E+01                  0.659148E+01                  0.594000E+00                  0.118099E+01
                          3511                 -0.621648E+01                 -0.538468E+01                  0.159900E+01                  0.781548E+01                  0.698368E+01                  0.831800E+00                  0.129885E+01
                          8121                 -0.625753E+01                 -0.506494E+01                  0.177600E+01                  0.803353E+01                  0.684094E+01                  0.119259E+01                  0.156656E+01
                          6622                 -0.644835E+01                 -0.462585E+01                  0.199900E+01                  0.844735E+01                  0.662485E+01                  0.182250E+01                  0.259040E+01
                          7785                 -0.594709E+01                 -0.482949E+01                  0.189200E+01                  0.783909E+01                  0.672149E+01                  0.111760E+01                  0.203743E+01
                          2603                 -0.582573E+01                 -0.487403E+01                  0.186800E+01                  0.769373E+01                  0.674203E+01                  0.951700E+00                  0.139270E+01
                          6274                 -0.520632E+01                 -0.423332E+01                  0.219400E+01                  0.740032E+01                  0.642732E+01                  0.973000E+00                  0.182073E+01
                          7328                 -0.624459E+01                 -0.498364E+01                  0.180500E+01                  0.804959E+01                  0.678864E+01                  0.126095E+01                  0.180489E+01
                          3485                 -0.637754E+01                 -0.504309E+01                  0.177200E+01                  0.814954E+01                  0.681509E+01                  0.133445E+01                  0.205881E+01
                           829                 -0.552349E+01                 -0.484559E+01                  0.187300E+01                  0.739649E+01                  0.671859E+01                  0.677900E+00                  0.123905E+01
                          2316                 -0.571775E+01                 -0.413165E+01                  0.223800E+01                  0.795575E+01                  0.636965E+01                  0.158610E+01                  0.146509E+01
                          6454                 -0.603315E+01                 -0.388125E+01                  0.236100E+01                  0.839415E+01                  0.624225E+01                  0.215190E+01                  0.278979E+01
                          3056                 -0.596620E+01                 -0.470660E+01                  0.194200E+01                  0.790820E+01                  0.664860E+01                  0.125960E+01                  0.156015E+01
                          3245                 -0.510666E+01                 -0.343266E+01                  0.257800E+01                  0.768466E+01                  0.601066E+01                  0.167400E+01                  0.188683E+01
                           111                 -0.651330E+01                 -0.512540E+01                  0.171900E+01                  0.823230E+01                  0.684440E+01                  0.138790E+01                  0.199202E+01
                          1993                 -0.603365E+01                 -0.540225E+01                  0.156300E+01                  0.759665E+01                  0.696525E+01                  0.631400E+00                  0.148373E+01
                          5255                 -0.623600E+01                 -0.530576E+01                  0.161200E+01                  0.784800E+01                  0.691776E+01                  0.930240E+00                  0.184180E+01
                          2711                 -0.638235E+01                 -0.509498E+01                  0.172900E+01                  0.811135E+01                  0.682398E+01                  0.128737E+01                  0.209656E+01
                          3491                 -0.486548E+01                 -0.406048E+01                  0.226400E+01                  0.712948E+01                  0.632448E+01                  0.805000E+00                  0.114457E+01
                          6587                 -0.477217E+01                 -0.355917E+01                  0.250700E+01                  0.727917E+01                  0.606617E+01                  0.121300E+01                  0.136248E+01
                          1606                 -0.552717E+01                 -0.407187E+01                  0.225200E+01                  0.777917E+01                  0.632387E+01                  0.145530E+01                  0.194734E+01
                          7250                 -0.594267E+01                 -0.461517E+01                  0.197300E+01                  0.791567E+01                  0.658817E+01                  0.132750E+01                  0.202776E+01
                          3241                 -0.533153E+01                 -0.415313E+01                  0.220800E+01                  0.753953E+01                  0.636113E+01                  0.117840E+01                  0.165744E+01
                          8036                 -0.618463E+01                 -0.504773E+01                  0.174000E+01                  0.792463E+01                  0.678773E+01                  0.113690E+01                  0.204454E+01
                          6472                 -0.497621E+01                 -0.342621E+01                  0.255800E+01                  0.753421E+01                  0.598421E+01                  0.155000E+01                  0.229048E+01
                          8084                 -0.609001E+01                 -0.466241E+01                  0.193700E+01                  0.802701E+01                  0.659941E+01                  0.142760E+01                  0.191477E+01
                          3664                 -0.607159E+01                 -0.516289E+01                  0.166100E+01                  0.773259E+01                  0.682389E+01                  0.908700E+00                  0.193054E+01
                          2877                 -0.593433E+01                 -0.470663E+01                  0.190600E+01                  0.784033E+01                  0.661263E+01                  0.122770E+01                  0.205729E+01
                          3369                 -0.638011E+01                 -0.526881E+01                  0.159700E+01                  0.797711E+01                  0.686581E+01                  0.111130E+01                  0.169636E+01
                          5715                 -0.650042E+01                 -0.538282E+01                  0.153000E+01                  0.803042E+01                  0.691282E+01                  0.111760E+01                  0.132201E+01
                          5697                 -0.527566E+01                 -0.524506E+01                  0.160500E+01                  0.688066E+01                  0.685006E+01                  0.306000E-01                  0.418960E+00
                          6422                 -0.544434E+01                 -0.500274E+01                  0.173200E+01                  0.717634E+01                  0.673474E+01                  0.441600E+00                  0.819020E+00
                          7969                 -0.577180E+01                 -0.497870E+01                  0.174400E+01                  0.751580E+01                  0.672270E+01                  0.793100E+00                  0.134518E+01
                          3588                 -0.617228E+01                 -0.497018E+01                  0.174600E+01                  0.791828E+01                  0.671618E+01                  0.120210E+01                  0.176260E+01
                          3255                 -0.534180E+01                 -0.462700E+01                  0.192800E+01                  0.726980E+01                  0.655500E+01                  0.714800E+00                  0.154258E+01
                          2476                 -0.608258E+01                 -0.486458E+01                  0.179400E+01                  0.787658E+01                  0.665858E+01                  0.121800E+01                  0.150079E+01
                          2537                 -0.502773E+01                 -0.455973E+01                  0.194600E+01                  0.697373E+01                  0.650573E+01                  0.468000E+00                  0.681240E+00
                          2149                 -0.620109E+01                 -0.470069E+01                  0.185700E+01                  0.805809E+01                  0.655769E+01                  0.150040E+01                  0.190380E+01
                          6353                 -0.592997E+01                 -0.438197E+01                  0.202200E+01                  0.795197E+01                  0.640397E+01                  0.154800E+01                  0.205881E+01
                          3057                 -0.458942E+01                 -0.294342E+01                  0.273000E+01                  0.731942E+01                  0.567342E+01                  0.164600E+01                  0.154258E+01
                          7744                 -0.601972E+01                 -0.488842E+01                  0.174700E+01                  0.776672E+01                  0.663542E+01                  0.113130E+01                  0.184522E+01
                          5622                 -0.669254E+01                 -0.519274E+01                  0.157700E+01                  0.826954E+01                  0.676974E+01                  0.149980E+01                  0.202531E+01
                          7360                 -0.560313E+01                 -0.409643E+01                  0.215400E+01                  0.775713E+01                  0.625043E+01                  0.150670E+01                  0.211428E+01
                          8098                 -0.581759E+01                 -0.427339E+01                  0.205900E+01                  0.787659E+01                  0.633239E+01                  0.154420E+01                  0.213418E+01
                          7948                 -0.659110E+01                 -0.447170E+01                  0.194500E+01                  0.853610E+01                  0.641670E+01                  0.211940E+01                  0.236530E+01
                          2530                 -0.607667E+01                 -0.455717E+01                  0.190000E+01                  0.797667E+01                  0.645717E+01                  0.151950E+01                  0.228981E+01
                          6159                 -0.603369E+01                 -0.481889E+01                  0.174900E+01                  0.778269E+01                  0.656789E+01                  0.121480E+01                  0.169827E+01
                          5614                 -0.399340E+01                 -0.344240E+01                  0.245000E+01                  0.644340E+01                  0.589240E+01                  0.551000E+00                  0.725260E+00
                          1085                 -0.483698E+01                 -0.409198E+01                  0.211400E+01                  0.695098E+01                  0.620598E+01                  0.745000E+00                  0.128330E+01
                           659                 -0.627687E+01                 -0.493410E+01                  0.166500E+01                  0.794187E+01                  0.659910E+01                  0.134277E+01                  0.200903E+01
