                       trigger        Pbol64[0.001,20000]keV          Sbol[0.001,20000]keV                           Epk                           T90   Log(Pbol64[0.001,20000]keV)     Log(Sbol[0.001,20000]keV)                      Log(Epk)                      Log(T90)                    Log(P64ph)              Log(Eff_Trig_PF)                      Log(EPR)                      Log(EFR)                      Log(ETR)                      Log(FPR)                      Log(TPR)                      Log(TFR)                      Log(EPM)                      Log(EFM)                      Log(ETM)                      Log(FPM)                      Log(TPM)                      Log(TFM)
                          8035                  0.157889E-05                  0.498100E-06                  0.691831E+03                  0.767998E+00                 -0.580165E+01                 -0.630268E+01                  0.284000E+01                 -0.114640E+00                  0.189800E+00                  0.148320E-01                  0.864165E+01                  0.914268E+01                  0.295464E+01                 -0.501035E+00                  0.568701E+01                  0.618804E+01                 -0.296165E+01                 -0.346268E+01                  0.272536E+01                 -0.121043E+02                 -0.591629E+01                 -0.641732E+01
                          7456                  0.113432E-04                  0.154143E-04                  0.244906E+04                  0.492799E+01                 -0.494526E+01                 -0.481208E+01                  0.338900E+01                  0.692670E+00                  0.672900E+00                  0.640816E+00                  0.833426E+01                  0.820108E+01                  0.269633E+01                  0.133188E+00                  0.563793E+01                  0.550475E+01                 -0.155626E+01                 -0.142308E+01                  0.408167E+01                 -0.975734E+01                 -0.425259E+01                 -0.411941E+01
                          5277                  0.962852E-05                  0.467737E-05                  0.868960E+03                  0.495998E+00                 -0.501644E+01                 -0.533000E+01                  0.293900E+01                 -0.304520E+00                  0.910800E+00                  0.682207E+00                  0.795544E+01                  0.826900E+01                  0.324352E+01                 -0.313557E+00                  0.471192E+01                  0.502548E+01                 -0.207744E+01                 -0.239100E+01                  0.263448E+01                 -0.103464E+02                 -0.532096E+01                 -0.563452E+01
                          7173                  0.412730E-05                  0.334652E-05                  0.138676E+04                  0.966006E+00                 -0.538433E+01                 -0.547541E+01                  0.314200E+01                 -0.150200E-01                  0.405300E+00                  0.256074E+00                  0.852633E+01                  0.861741E+01                  0.315702E+01                 -0.910721E-01                  0.536931E+01                  0.546039E+01                 -0.224233E+01                 -0.233341E+01                  0.312698E+01                 -0.108597E+02                 -0.539935E+01                 -0.549043E+01
                          1680                  0.110201E-05                  0.146044E-06                  0.778037E+03                  0.128000E+00                 -0.595781E+01                 -0.683552E+01                  0.289100E+01                 -0.892790E+00                  0.868000E-03                 -0.399443E+00                  0.884881E+01                  0.972652E+01                  0.378379E+01                 -0.877702E+00                  0.506502E+01                  0.594273E+01                 -0.306681E+01                 -0.394452E+01                  0.199821E+01                 -0.127933E+02                 -0.685060E+01                 -0.772831E+01
                          1665                  0.993180E-05                  0.189364E-05                  0.126183E+04                  0.191999E+00                 -0.500297E+01                 -0.572270E+01                  0.310100E+01                 -0.716700E+00                  0.814900E+00                  0.463092E+00                  0.810397E+01                  0.882370E+01                  0.381770E+01                 -0.719730E+00                  0.428627E+01                  0.500600E+01                 -0.190197E+01                 -0.262170E+01                  0.238430E+01                 -0.107257E+02                 -0.571967E+01                 -0.643940E+01
                          3266                  0.235873E-05                  0.393142E-06                  0.538270E+03                  0.610000E+00                 -0.562732E+01                 -0.640545E+01                  0.273100E+01                 -0.214670E+00                  0.431500E+00                  0.228907E+00                  0.835832E+01                  0.913645E+01                  0.294567E+01                 -0.778128E+00                  0.541265E+01                  0.619078E+01                 -0.289632E+01                 -0.367445E+01                  0.251633E+01                 -0.120328E+02                 -0.584199E+01                 -0.662012E+01
                          5206                  0.652455E-05                  0.490151E-05                  0.171791E+04                  0.303997E+00                 -0.518545E+01                 -0.530967E+01                  0.323500E+01                 -0.517130E+00                  0.539700E+00                  0.247217E+00                  0.842045E+01                  0.854467E+01                  0.375213E+01                 -0.124220E+00                  0.466832E+01                  0.479254E+01                 -0.195045E+01                 -0.207467E+01                  0.271787E+01                 -0.104951E+02                 -0.570258E+01                 -0.582680E+01
                          3078                  0.493419E-05                  0.333932E-05                  0.204644E+04                  0.224001E+00                 -0.530678E+01                 -0.547634E+01                  0.331100E+01                 -0.649750E+00                  0.365500E+00                  0.332512E-01                  0.861778E+01                  0.878734E+01                  0.396075E+01                 -0.169557E+00                  0.465703E+01                  0.482659E+01                 -0.199578E+01                 -0.216534E+01                  0.266125E+01                 -0.107831E+02                 -0.595653E+01                 -0.612609E+01
                          7901                  0.109871E-04                  0.715205E-05                  0.207970E+04                  0.512000E+00                 -0.495912E+01                 -0.514557E+01                  0.331800E+01                 -0.290730E+00                  0.708300E+00                  0.483757E+00                  0.827712E+01                  0.846357E+01                  0.360873E+01                 -0.186452E+00                  0.466839E+01                  0.485484E+01                 -0.164112E+01                 -0.182757E+01                  0.302727E+01                 -0.101047E+02                 -0.524985E+01                 -0.543630E+01
                          1088                  0.194284E-04                  0.535176E-05                  0.139637E+04                  0.191999E+00                 -0.471156E+01                 -0.527150E+01                  0.314500E+01                 -0.716700E+00                  0.107600E+01                  0.724192E+00                  0.785656E+01                  0.841650E+01                  0.386170E+01                 -0.559941E+00                  0.399486E+01                  0.455480E+01                 -0.156656E+01                 -0.212650E+01                  0.242830E+01                 -0.998307E+01                 -0.542826E+01                 -0.598820E+01
                          6307                  0.238152E-05                  0.273816E-05                  0.959401E+03                  0.198399E+01                 -0.562315E+01                 -0.556254E+01                  0.298200E+01                  0.297540E+00                  0.275500E+00                  0.192652E+00                  0.860515E+01                  0.854454E+01                  0.268446E+01                  0.606055E-01                  0.592069E+01                  0.586008E+01                 -0.264115E+01                 -0.258054E+01                  0.327954E+01                 -0.111857E+02                 -0.532561E+01                 -0.526500E+01
                          2502                  0.250711E-05                  0.104409E-05                  0.972747E+03                  0.512000E+00                 -0.560083E+01                 -0.598126E+01                  0.298800E+01                 -0.290730E+00                  0.293800E+00                  0.692565E-01                  0.858883E+01                  0.896926E+01                  0.327873E+01                 -0.380434E+00                  0.531010E+01                  0.569053E+01                 -0.261283E+01                 -0.299326E+01                  0.269727E+01                 -0.115821E+02                 -0.589156E+01                 -0.627199E+01
                          7999                  0.495362E-06                  0.151746E-06                  0.349945E+03                  0.526999E+00                 -0.630508E+01                 -0.681888E+01                  0.254400E+01                 -0.278190E+00                 -0.141600E+00                 -0.362478E+00                  0.884908E+01                  0.936288E+01                  0.282219E+01                 -0.513806E+00                  0.602689E+01                  0.654069E+01                 -0.376108E+01                 -0.427488E+01                  0.226581E+01                 -0.131240E+02                 -0.658327E+01                 -0.709707E+01
                          2690                  0.255743E-05                  0.489539E-06                  0.877001E+03                  0.200000E+00                 -0.559220E+01                 -0.631021E+01                  0.294300E+01                 -0.698970E+00                  0.332400E+00                 -0.142751E-01                  0.853520E+01                  0.925321E+01                  0.364197E+01                 -0.718016E+00                  0.489323E+01                  0.561124E+01                 -0.264920E+01                 -0.336721E+01                  0.224403E+01                 -0.119024E+02                 -0.629117E+01                 -0.700918E+01
                          7290                  0.655610E-05                  0.124647E-04                  0.172187E+04                  0.628695E+01                 -0.518335E+01                 -0.490432E+01                  0.323600E+01                  0.798440E+00                  0.541100E+00                  0.517199E+00                  0.841935E+01                  0.814032E+01                  0.243756E+01                  0.279035E+00                  0.598179E+01                  0.570276E+01                 -0.194735E+01                 -0.166832E+01                  0.403444E+01                 -0.100877E+02                 -0.438491E+01                 -0.410588E+01
                           432                  0.758079E-05                  0.121213E-05                  0.126474E+04                  0.340001E-01                 -0.512029E+01                 -0.591645E+01                  0.310200E+01                 -0.146852E+01                  0.696900E+00                  0.184571E+00                  0.822229E+01                  0.901845E+01                  0.457052E+01                 -0.796165E+00                  0.365177E+01                  0.444793E+01                 -0.201829E+01                 -0.281445E+01                  0.163348E+01                 -0.110367E+02                 -0.658881E+01                 -0.738497E+01
                           568                  0.447150E-05                  0.156325E-05                  0.146893E+04                  0.119001E+00                 -0.534955E+01                 -0.580597E+01                  0.316700E+01                 -0.924450E+00                  0.422800E+00                  0.143434E-01                  0.851655E+01                  0.897297E+01                  0.409145E+01                 -0.456424E+00                  0.442510E+01                  0.488152E+01                 -0.218255E+01                 -0.263897E+01                  0.224255E+01                 -0.111555E+02                 -0.627400E+01                 -0.673042E+01
                          2326                  0.246436E-05                  0.889431E-06                  0.160325E+04                  0.879995E-01                 -0.560830E+01                 -0.605089E+01                  0.320500E+01                 -0.105552E+01                  0.137700E+00                 -0.302223E+00                  0.881330E+01                  0.925589E+01                  0.426052E+01                 -0.442592E+00                  0.455278E+01                  0.499537E+01                 -0.240330E+01                 -0.284589E+01                  0.214948E+01                 -0.116592E+02                 -0.666382E+01                 -0.710641E+01
                          2146                  0.211421E-05                  0.592749E-06                  0.952796E+03                  0.247999E+00                 -0.567485E+01                 -0.622713E+01                  0.297900E+01                 -0.605550E+00                  0.225800E+00                 -0.933088E-01                  0.865385E+01                  0.920613E+01                  0.358455E+01                 -0.552276E+00                  0.506930E+01                  0.562158E+01                 -0.269585E+01                 -0.324813E+01                  0.237345E+01                 -0.119020E+02                 -0.628040E+01                 -0.683268E+01
                          2332                  0.121770E-05                  0.138880E-06                  0.622300E+03                  0.519996E-01                 -0.591446E+01                 -0.685736E+01                  0.279400E+01                 -0.128400E+01                  0.105900E+00                 -0.379210E+00                  0.870846E+01                  0.965136E+01                  0.407800E+01                 -0.942903E+00                  0.463046E+01                  0.557336E+01                 -0.312046E+01                 -0.406336E+01                  0.151000E+01                 -0.127718E+02                 -0.719846E+01                 -0.814136E+01
                          7142                  0.565810E-05                  0.398679E-05                  0.642688E+03                  0.968992E+00                 -0.524733E+01                 -0.539938E+01                  0.280800E+01                 -0.136800E-01                  0.764300E+00                  0.615407E+00                  0.805533E+01                  0.820738E+01                  0.282168E+01                 -0.152047E+00                  0.523365E+01                  0.538570E+01                 -0.243933E+01                 -0.259138E+01                  0.279432E+01                 -0.106467E+02                 -0.526101E+01                 -0.541306E+01
                          3735                  0.756494E-05                  0.719648E-05                  0.131522E+04                  0.130101E+01                 -0.512119E+01                 -0.514288E+01                  0.311900E+01                  0.114280E+00                  0.684300E+00                  0.565347E+00                  0.824019E+01                  0.826188E+01                  0.300472E+01                 -0.216850E-01                  0.523547E+01                  0.525716E+01                 -0.200219E+01                 -0.202388E+01                  0.323328E+01                 -0.102641E+02                 -0.500691E+01                 -0.502860E+01
                           729                  0.333885E-05                  0.113149E-05                  0.196336E+04                  0.183000E+00                 -0.547640E+01                 -0.594635E+01                  0.329300E+01                 -0.737550E+00                  0.208400E+00                 -0.149394E+00                  0.876940E+01                  0.923935E+01                  0.403055E+01                 -0.469946E+00                  0.473885E+01                  0.520880E+01                 -0.218340E+01                 -0.265335E+01                  0.255545E+01                 -0.114228E+02                 -0.621395E+01                 -0.668390E+01
                          3487                  0.151697E-05                  0.604953E-06                  0.984011E+03                  0.642007E+00                 -0.581902E+01                 -0.621828E+01                  0.299300E+01                 -0.192460E+00                  0.722500E-01                 -0.124075E+00                  0.881202E+01                  0.921128E+01                  0.318546E+01                 -0.399255E+00                  0.562656E+01                  0.602582E+01                 -0.282602E+01                 -0.322528E+01                  0.280054E+01                 -0.120373E+02                 -0.601148E+01                 -0.641074E+01
                          6398                  0.109712E-05                  0.118882E-05                  0.163682E+04                  0.198898E+01                 -0.595975E+01                 -0.592488E+01                  0.321400E+01                  0.298630E+00                 -0.220000E+00                 -0.302658E+00                  0.917375E+01                  0.913888E+01                  0.291537E+01                  0.348619E-01                  0.625838E+01                  0.622351E+01                 -0.274575E+01                 -0.271088E+01                  0.351263E+01                 -0.118846E+02                 -0.566112E+01                 -0.562625E+01
                          3038                  0.197851E-05                  0.128998E-05                  0.102565E+04                  0.464002E+00                 -0.570366E+01                 -0.588942E+01                  0.301100E+01                 -0.333480E+00                  0.175500E+00                 -0.616537E-01                  0.871466E+01                  0.890042E+01                  0.334448E+01                 -0.185754E+00                  0.537018E+01                  0.555594E+01                 -0.269266E+01                 -0.287842E+01                  0.267752E+01                 -0.115931E+02                 -0.603714E+01                 -0.622290E+01
                           508                  0.107110E-05                  0.860633E-06                  0.120226E+04                  0.896004E+00                 -0.597017E+01                 -0.606518E+01                  0.308000E+01                 -0.476900E-01                 -0.137900E+00                 -0.295352E+00                  0.905017E+01                  0.914518E+01                  0.312769E+01                 -0.950137E-01                  0.592248E+01                  0.601749E+01                 -0.289017E+01                 -0.298518E+01                  0.303231E+01                 -0.120354E+02                 -0.601786E+01                 -0.611287E+01
                          2358                  0.638730E-06                  0.150104E-06                  0.453942E+03                  0.128000E+01                 -0.619468E+01                 -0.682361E+01                  0.265700E+01                  0.107210E+00                 -0.925900E-01                 -0.213100E+00                  0.885168E+01                  0.948061E+01                  0.254979E+01                 -0.628927E+00                  0.630189E+01                  0.693082E+01                 -0.353768E+01                 -0.416661E+01                  0.276421E+01                 -0.130183E+02                 -0.608747E+01                 -0.671640E+01
                          1435                  0.351859E-06                  0.312036E-06                  0.701455E+03                  0.121599E+01                 -0.645363E+01                 -0.650580E+01                  0.284600E+01                  0.849300E-01                 -0.466000E+00                 -0.591491E+00                  0.929963E+01                  0.935180E+01                  0.276107E+01                 -0.521645E-01                  0.653856E+01                  0.659073E+01                 -0.360763E+01                 -0.365980E+01                  0.293093E+01                 -0.129594E+02                 -0.636870E+01                 -0.642087E+01
                          7359                  0.206843E-05                  0.101781E-05                  0.225424E+04                  0.448002E+00                 -0.568436E+01                 -0.599233E+01                  0.335300E+01                 -0.348720E+00                 -0.412500E-01                 -0.282937E+00                  0.903736E+01                  0.934533E+01                  0.370172E+01                 -0.307974E+00                  0.533564E+01                  0.564361E+01                 -0.233136E+01                 -0.263933E+01                  0.300428E+01                 -0.116767E+02                 -0.603308E+01                 -0.634105E+01
                          6347                  0.106926E-05                  0.257334E-06                  0.486407E+03                  0.448002E+00                 -0.597092E+01                 -0.658950E+01                  0.268700E+01                 -0.348720E+00                  0.113900E+00                 -0.127787E+00                  0.865792E+01                  0.927650E+01                  0.303572E+01                 -0.618584E+00                  0.562220E+01                  0.624078E+01                 -0.328392E+01                 -0.390250E+01                  0.233828E+01                 -0.125604E+02                 -0.631964E+01                 -0.693822E+01
                          7789                  0.889022E-05                  0.414251E-05                  0.153815E+04                  0.163999E+00                 -0.505109E+01                 -0.538274E+01                  0.318700E+01                 -0.785160E+00                  0.707400E+00                  0.336156E+00                  0.823809E+01                  0.856974E+01                  0.397216E+01                 -0.331648E+00                  0.426593E+01                  0.459758E+01                 -0.186409E+01                 -0.219574E+01                  0.240184E+01                 -0.104338E+02                 -0.583625E+01                 -0.616790E+01
                          5527                  0.844290E-05                  0.119817E-04                  0.145211E+04                  0.819993E+00                 -0.507351E+01                 -0.492148E+01                  0.316200E+01                 -0.861900E-01                  0.702300E+00                  0.534879E+00                  0.823551E+01                  0.808348E+01                  0.324819E+01                  0.152027E+00                  0.498732E+01                  0.483529E+01                 -0.191151E+01                 -0.175948E+01                  0.307581E+01                 -0.999499E+01                 -0.515970E+01                 -0.500767E+01
                          1154                  0.392422E-05                  0.234262E-05                  0.190546E+04                  0.193001E+00                 -0.540625E+01                 -0.563030E+01                  0.328000E+01                 -0.714440E+00                  0.287600E+00                 -0.635555E-01                  0.868625E+01                  0.891030E+01                  0.399444E+01                 -0.224052E+00                  0.469181E+01                  0.491586E+01                 -0.212625E+01                 -0.235030E+01                  0.256556E+01                 -0.110365E+02                 -0.612069E+01                 -0.634474E+01
                          2679                  0.366396E-04                  0.369314E-04                  0.283792E+04                  0.256000E+00                 -0.443605E+01                 -0.443260E+01                  0.345300E+01                 -0.591760E+00                  0.113800E+01                  0.823019E+00                  0.788905E+01                  0.788560E+01                  0.404476E+01                  0.344537E-02                  0.384429E+01                  0.384084E+01                 -0.983049E+00                 -0.979604E+00                  0.286124E+01                 -0.886865E+01                 -0.502781E+01                 -0.502436E+01
                          7353                  0.218632E-04                  0.207433E-04                  0.270396E+04                  0.249000E+00                 -0.466029E+01                 -0.468312E+01                  0.343200E+01                 -0.603800E+00                  0.928200E+00                  0.609614E+00                  0.809229E+01                  0.811512E+01                  0.403580E+01                 -0.228361E-01                  0.405649E+01                  0.407932E+01                 -0.122829E+01                 -0.125112E+01                  0.282820E+01                 -0.934341E+01                 -0.526409E+01                 -0.528692E+01
                          5560                  0.106493E-05                  0.360316E-06                  0.737904E+03                  0.490004E+00                 -0.597268E+01                 -0.644332E+01                  0.286800E+01                 -0.309800E+00                  0.868000E-03                 -0.229280E+00                  0.884068E+01                  0.931132E+01                  0.317780E+01                 -0.470639E+00                  0.566288E+01                  0.613352E+01                 -0.310468E+01                 -0.357532E+01                  0.255820E+01                 -0.124160E+02                 -0.628248E+01                 -0.675312E+01
                          6543                  0.249752E-05                  0.212040E-06                  0.557186E+03                  0.166399E+01                 -0.560249E+01                 -0.667358E+01                  0.274600E+01                  0.221150E+00                  0.447300E+00                  0.350404E+00                  0.834849E+01                  0.941958E+01                  0.252485E+01                 -0.107109E+01                  0.582364E+01                  0.689473E+01                 -0.285649E+01                 -0.392758E+01                  0.296715E+01                 -0.122761E+02                 -0.538134E+01                 -0.645243E+01
                          3323                  0.186354E-05                  0.833015E-06                  0.864968E+03                  0.448002E+00                 -0.572966E+01                 -0.607935E+01                  0.293700E+01                 -0.348720E+00                  0.198900E+00                 -0.427868E-01                  0.866666E+01                  0.901635E+01                  0.328572E+01                 -0.349686E+00                  0.538094E+01                  0.573063E+01                 -0.279266E+01                 -0.314235E+01                  0.258828E+01                 -0.118090E+02                 -0.607838E+01                 -0.642807E+01
                          3904                  0.112058E-05                  0.130883E-06                  0.625173E+03                  0.359998E-01                 -0.595056E+01                 -0.688312E+01                  0.279600E+01                 -0.144370E+01                  0.685600E-01                 -0.440573E+00                  0.874656E+01                  0.967912E+01                  0.423970E+01                 -0.932562E+00                  0.450686E+01                  0.543942E+01                 -0.315456E+01                 -0.408712E+01                  0.135230E+01                 -0.128337E+02                 -0.739426E+01                 -0.832682E+01
                           512                  0.472002E-05                  0.711110E-06                  0.113763E+04                  0.183000E+00                 -0.532606E+01                 -0.614806E+01                  0.305600E+01                 -0.737550E+00                  0.522600E+00                  0.164806E+00                  0.838206E+01                  0.920406E+01                  0.379355E+01                 -0.822008E+00                  0.458851E+01                  0.541051E+01                 -0.227006E+01                 -0.309206E+01                  0.231845E+01                 -0.114741E+02                 -0.606361E+01                 -0.688561E+01
                          5562                  0.293926E-05                  0.571735E-06                  0.827942E+03                  0.160000E+00                 -0.553176E+01                 -0.624281E+01                  0.291800E+01                 -0.795880E+00                  0.409300E+00                  0.350738E-01                  0.844976E+01                  0.916081E+01                  0.371388E+01                 -0.711043E+00                  0.473588E+01                  0.544693E+01                 -0.261376E+01                 -0.332481E+01                  0.212212E+01                 -0.117746E+02                 -0.632764E+01                 -0.703869E+01
                          3286                  0.329618E-05                  0.403891E-05                  0.451856E+04                  0.236799E+01                 -0.548199E+01                 -0.539374E+01                  0.365500E+01                  0.374380E+00                 -0.438300E-01                 -0.113995E+00                  0.913699E+01                  0.904874E+01                  0.328062E+01                  0.882532E-01                  0.585637E+01                  0.576812E+01                 -0.182699E+01                 -0.173874E+01                  0.402938E+01                 -0.108757E+02                 -0.510761E+01                 -0.501936E+01
                          6700                  0.570804E-05                  0.148527E-05                  0.149968E+04                  0.191999E+00                 -0.524351E+01                 -0.582819E+01                  0.317600E+01                 -0.716700E+00                  0.522600E+00                  0.170792E+00                  0.841951E+01                  0.900419E+01                  0.389270E+01                 -0.584681E+00                  0.452681E+01                  0.511149E+01                 -0.206751E+01                 -0.265219E+01                  0.245930E+01                 -0.110717E+02                 -0.596021E+01                 -0.654489E+01
                          5650                  0.146120E-05                  0.154831E-05                  0.116950E+04                  0.109999E+01                 -0.583529E+01                 -0.581014E+01                  0.306800E+01                  0.413900E-01                  0.518000E-02                 -0.130376E+00                  0.890329E+01                  0.887814E+01                  0.302661E+01                  0.251485E-01                  0.587668E+01                  0.585153E+01                 -0.276729E+01                 -0.274214E+01                  0.310939E+01                 -0.116454E+02                 -0.579390E+01                 -0.576875E+01
                          6338                  0.257855E-05                  0.955720E-06                  0.138357E+04                  0.767998E+00                 -0.558862E+01                 -0.601967E+01                  0.314100E+01                 -0.114640E+00                  0.201700E+00                  0.267320E-01                  0.872962E+01                  0.916067E+01                  0.325564E+01                 -0.431044E+00                  0.547398E+01                  0.590503E+01                 -0.244762E+01                 -0.287867E+01                  0.302636E+01                 -0.116083E+02                 -0.570326E+01                 -0.613431E+01
                          3810                  0.245966E-05                  0.369474E-06                  0.769130E+03                  0.759994E-01                 -0.560912E+01                 -0.643242E+01                  0.288600E+01                 -0.111919E+01                  0.352800E+00                 -0.100993E+00                  0.849512E+01                  0.931842E+01                  0.400519E+01                 -0.823292E+00                  0.448993E+01                  0.531323E+01                 -0.272312E+01                 -0.354642E+01                  0.176681E+01                 -0.120415E+02                 -0.672831E+01                 -0.755161E+01
                          3476                  0.131296E-05                  0.102208E-05                  0.157398E+04                  0.243198E+01                 -0.588175E+01                 -0.599051E+01                  0.319700E+01                  0.385960E+00                 -0.130200E+00                 -0.198579E+00                  0.907875E+01                  0.918751E+01                  0.281104E+01                 -0.108764E+00                  0.626771E+01                  0.637647E+01                 -0.268475E+01                 -0.279351E+01                  0.358296E+01                 -0.118723E+02                 -0.549579E+01                 -0.560455E+01
                          5647                  0.127888E-04                  0.426587E-05                  0.182810E+04                  0.108800E+01                 -0.489317E+01                 -0.536999E+01                  0.326200E+01                  0.366300E-01                  0.813200E+00                  0.676517E+00                  0.815517E+01                  0.863199E+01                  0.322537E+01                 -0.476822E+00                  0.492980E+01                  0.540662E+01                 -0.163117E+01                 -0.210799E+01                  0.329863E+01                 -0.102632E+02                 -0.485654E+01                 -0.533336E+01
                          3094                  0.241704E-05                  0.187173E-05                  0.141579E+04                  0.431996E+00                 -0.561672E+01                 -0.572776E+01                  0.315100E+01                 -0.364520E+00                  0.166700E+00                 -0.797043E-01                  0.876772E+01                  0.887876E+01                  0.351552E+01                 -0.111040E+00                  0.525220E+01                  0.536324E+01                 -0.246572E+01                 -0.257676E+01                  0.278648E+01                 -0.113445E+02                 -0.598124E+01                 -0.609228E+01
                          5533                  0.861145E-05                  0.922821E-05                  0.145881E+04                  0.767998E+00                 -0.506492E+01                 -0.503488E+01                  0.316400E+01                 -0.114640E+00                  0.709500E+00                  0.534532E+00                  0.822892E+01                  0.819888E+01                  0.327864E+01                  0.300415E-01                  0.495028E+01                  0.492024E+01                 -0.190092E+01                 -0.187088E+01                  0.304936E+01                 -0.100998E+02                 -0.517956E+01                 -0.514952E+01
                          3218                  0.379544E-05                  0.734237E-06                  0.156675E+04                  0.959997E-01                 -0.542074E+01                 -0.613416E+01                  0.319500E+01                 -0.101773E+01                  0.332200E+00                 -0.990415E-01                  0.861574E+01                  0.932916E+01                  0.421273E+01                 -0.713426E+00                  0.440301E+01                  0.511643E+01                 -0.222574E+01                 -0.293916E+01                  0.217727E+01                 -0.115549E+02                 -0.643847E+01                 -0.715189E+01
                          4807                  0.266927E-05                  0.573233E-06                  0.186638E+04                  0.191999E+00                 -0.557361E+01                 -0.624167E+01                  0.327100E+01                 -0.716700E+00                  0.126500E+00                 -0.225308E+00                  0.884461E+01                  0.951267E+01                  0.398770E+01                 -0.668061E+00                  0.485691E+01                  0.552497E+01                 -0.230261E+01                 -0.297067E+01                  0.255430E+01                 -0.118153E+02                 -0.629031E+01                 -0.695837E+01
                          3665                  0.142171E-04                  0.252762E-05                  0.124451E+04                  0.759994E-01                 -0.484719E+01                 -0.559729E+01                  0.309500E+01                 -0.111919E+01                  0.974800E+00                  0.521007E+00                  0.794219E+01                  0.869229E+01                  0.421419E+01                 -0.750098E+00                  0.372800E+01                  0.447810E+01                 -0.175219E+01                 -0.250229E+01                  0.197581E+01                 -0.104445E+02                 -0.596638E+01                 -0.671648E+01
                          7294                  0.576575E-05                  0.216851E-05                  0.157036E+04                  0.154000E+00                 -0.523914E+01                 -0.566384E+01                  0.319600E+01                 -0.812480E+00                  0.513100E+00                  0.134291E+00                  0.843514E+01                  0.885984E+01                  0.400848E+01                 -0.424695E+00                  0.442666E+01                  0.485136E+01                 -0.204314E+01                 -0.246784E+01                  0.238352E+01                 -0.109030E+02                 -0.605162E+01                 -0.647632E+01
                           677                  0.142839E-04                  0.338522E-05                  0.229087E+04                  0.549997E-01                 -0.484515E+01                 -0.547041E+01                  0.336000E+01                 -0.125964E+01                  0.793100E+00                  0.312197E+00                  0.820515E+01                  0.883041E+01                  0.461964E+01                 -0.625260E+00                  0.358551E+01                  0.421077E+01                 -0.148515E+01                 -0.211041E+01                  0.210036E+01                 -0.103156E+02                 -0.610479E+01                 -0.673005E+01
                           373                  0.104211E-05                  0.411039E-06                  0.625173E+03                  0.153600E+01                 -0.598209E+01                 -0.638612E+01                  0.279600E+01                  0.186390E+00                  0.370300E-01                 -0.667354E-01                  0.877809E+01                  0.918212E+01                  0.260961E+01                 -0.404032E+00                  0.616848E+01                  0.657251E+01                 -0.318609E+01                 -0.359012E+01                  0.298239E+01                 -0.123682E+02                 -0.579570E+01                 -0.619973E+01
                           734                  0.171623E-05                  0.157973E-05                  0.148594E+04                  0.179201E+01                 -0.576542E+01                 -0.580142E+01                  0.317200E+01                  0.253340E+00                  0.346000E-02                 -0.873407E-01                  0.893742E+01                  0.897342E+01                  0.291866E+01                 -0.359930E-01                  0.601876E+01                  0.605476E+01                 -0.259342E+01                 -0.262942E+01                  0.342534E+01                 -0.115668E+02                 -0.551208E+01                 -0.554808E+01
                          2715                  0.289541E-04                  0.334965E-04                  0.299226E+04                  0.383999E+00                 -0.453829E+01                 -0.447500E+01                  0.347600E+01                 -0.415670E+00                  0.102000E+01                  0.758224E+00                  0.801429E+01                  0.795100E+01                  0.389167E+01                  0.632882E-01                  0.412262E+01                  0.405933E+01                 -0.106229E+01                 -0.999001E+00                  0.306033E+01                 -0.901329E+01                 -0.495396E+01                 -0.489067E+01
                          2117                  0.234781E-05                  0.964597E-06                  0.116413E+04                  0.640000E+00                 -0.562934E+01                 -0.601565E+01                  0.306600E+01                 -0.193820E+00                  0.212500E+00                  0.157931E-01                  0.869534E+01                  0.908165E+01                  0.325982E+01                 -0.386317E+00                  0.543552E+01                  0.582183E+01                 -0.256334E+01                 -0.294965E+01                  0.287218E+01                 -0.116450E+02                 -0.582316E+01                 -0.620947E+01
                          2217                  0.765045E-05                  0.931179E-05                  0.207491E+04                  0.655994E+00                 -0.511631E+01                 -0.503097E+01                  0.331700E+01                 -0.183100E+00                  0.551800E+00                  0.358095E+00                  0.843331E+01                  0.834797E+01                  0.350010E+01                  0.853460E-01                  0.493321E+01                  0.484787E+01                 -0.179931E+01                 -0.171397E+01                  0.313390E+01                 -0.101473E+02                 -0.529941E+01                 -0.521407E+01
                          3921                  0.484648E-05                  0.221549E-05                  0.108893E+04                  0.464002E+00                 -0.531457E+01                 -0.565453E+01                  0.303700E+01                 -0.333480E+00                  0.547000E+00                  0.309846E+00                  0.835157E+01                  0.869153E+01                  0.337048E+01                 -0.339957E+00                  0.498109E+01                  0.532105E+01                 -0.227757E+01                 -0.261753E+01                  0.270352E+01                 -0.109691E+02                 -0.564805E+01                 -0.598801E+01
                          3027                  0.538163E-05                  0.193476E-05                  0.239332E+04                  0.120000E+00                 -0.526909E+01                 -0.571337E+01                  0.337900E+01                 -0.920820E+00                  0.356000E+00                 -0.515328E-01                  0.864809E+01                  0.909237E+01                  0.429982E+01                 -0.444287E+00                  0.434827E+01                  0.479255E+01                 -0.189009E+01                 -0.233437E+01                  0.245818E+01                 -0.109825E+02                 -0.618991E+01                 -0.663419E+01
